Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT2zqujnAu54XrSGCFgcBdwD,Interest,NEXO,0.02458183,NEXO,0.02458183,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-11 05:00:10
NXT4olhzQ2gWE9CxOOp1Wqu6P,Interest,NEXO,0.02457919,NEXO,0.02457919,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-10 05:00:10
NXT4U6WIDtagyifPPSANUqlAK,Interest,NEXO,0.02457655,NEXO,0.02457655,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-09 05:00:10
NXT7Ollcx7UZCKaYd0aYPT10L,Interest,NEXO,0.02457391,NEXO,0.02457391,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-08 05:00:10
NXT6GiIUbqEsHjRylOTYi5pHm,Interest,NEXO,0.02457127,NEXO,0.02457127,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-07 05:00:10
NXT5YkZAyNwlYYLyKt7EP62W3,Interest,NEXO,0.02456863,NEXO,0.02456863,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-06 05:00:10
NXT6Ifi1wJnrjAf5Ltrbs2Hel,Interest,NEXO,0.02456599,NEXO,0.02456599,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-05 05:00:10
NXT5242HBaS24V7c1Ge0xPlob,Interest,NEXO,0.02456335,NEXO,0.02456335,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-04 05:00:10
NXT5tV7rRYAS6FyJzCZTgkaEu,Withdraw Exchanged,EUR,-500.00000000,EUR,500.00000000,$490.17,-,-,"approved / EUR withdrawal",2022-10-03 17:26:02
NXT7K1r02OL2y7F3bC3igU63h,Exchange To Withdraw,EURX,500.00000000,EUR,500.00000000,$490.12,-,-,"approved / EURX to EUR",2022-10-03 17:13:47
NXT6Mzxkmb9ptiJ3Met0SedQP,Interest,NEXO,0.02454765,NEXO,0.02454765,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-03 05:00:10
NXTegoKwLVtskSjXT9d0lTHY,Interest,NEXO,0.12152127,NEXO,0.12152127,$0.10,-,-,"approved / 0.1095895967 EURX",2022-10-03 05:00:10
NXT6ZyAF9fOQq8a9Qn2M5nsQ4,Interest,NEXO,0.11746552,NEXO,0.11746552,$0.10,-,-,"approved / 0.1095895967 EURX",2022-10-02 05:00:10
NXT5qXegVMZp13dcx15lDrpuz,Interest,NEXO,0.02453239,NEXO,0.02453239,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-02 05:00:10
NXT48YO5OFAPvSx6TgrP7kvto,Interest,NEXO,0.02451710,NEXO,0.02451710,$0.02,-,-,"approved / NEXO Interest Earned",2022-10-01 05:00:10
NXT36EW3BS7eRVUBdcexLsPfd,Interest,NEXO,0.11776975,NEXO,0.11776975,$0.10,-,-,"approved / 0.1095895967 EURX",2022-10-01 05:00:10
NXT2UGNRHqfZaD5RXzohNYZUm,Interest,NEXO,0.02450225,NEXO,0.02450225,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-30 05:00:11
NXT1KbmNw4OWA9JqM1zraPDlB,Interest,NEXO,0.11365896,NEXO,0.11365896,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-30 05:00:11
NXT5w399wQBDA5UGMYtuktky7,Interest,NEXO,0.02448735,NEXO,0.02448735,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-29 05:00:11
NXT3GUu07bbfeV16oaTHFeBy8,Interest,NEXO,0.11417843,NEXO,0.11417843,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-29 05:00:11
NXT7Fl2wWIEctB2xImhVdgVoA,Interest,NEXO,0.11810645,NEXO,0.11810645,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-28 05:00:11
NXT1kWGNHhvgZuW2KPlBbGS27,Interest,NEXO,0.02447203,NEXO,0.02447203,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-28 05:00:11
NXT7gcCddMtwK7iilRj0sU7Do,Interest,NEXO,0.11048761,NEXO,0.11048761,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-27 05:00:11
NXT16o7i6vHLCTWdtJwnAheKf,Interest,NEXO,0.02445753,NEXO,0.02445753,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-27 05:00:11
NXT7bSBykLVwxF9KjHo35eGVe,Interest,NEXO,0.11542385,NEXO,0.11542385,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-26 05:00:11
NXT1ZrTz4zi5BvroJYbp3j65u,Interest,NEXO,0.02444250,NEXO,0.02444250,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-26 05:00:11
NXT5il07RUAHXN3zgTJlDe1qa,Interest,NEXO,0.02442762,NEXO,0.02442762,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-25 05:00:10
NXT36nnmBqW7N44FqgXowKggR,Interest,NEXO,0.11401872,NEXO,0.11401872,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-25 05:00:10
NXT6w7BmvibCIFfVsQp0Rxlg8,Interest,NEXO,0.10825198,NEXO,0.10825198,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-24 05:00:10
NXT3C0g6rf7OuuDJHEM8yuxMv,Interest,NEXO,0.02441337,NEXO,0.02441337,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-24 05:00:10
NXT6SmsBnbyTEdGwcT3bfCPoG,Interest,NEXO,0.02439854,NEXO,0.02439854,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-23 05:00:11
NXT4qbaeq9KXwYcgoHhXWVjcx,Interest,NEXO,0.11353755,NEXO,0.11353755,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-23 05:00:11
NXT3GX6X4IqJjwX10fNY0fqrM,Interest,NEXO,0.12036911,NEXO,0.12036911,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-22 05:00:11
NXTuvDBWyiJrn5C7lNyTJFyu,Interest,NEXO,0.02438299,NEXO,0.02438299,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-22 05:00:11
NXT36Va0lrJ6Pfh1r8qMIWeWS,Interest,NEXO,0.12416045,NEXO,0.12416045,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-21 05:00:10
NXT2F5qq4UgvbCvNEnHOPrrAH,Interest,NEXO,0.02436703,NEXO,0.02436703,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-21 05:00:10
NXT4Lw9NWRz8AenhoOTGpvpkq,Interest,NEXO,0.12221085,NEXO,0.12221085,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-20 05:00:10
NXTWRsj25UdEQoXvwZVUyxek,Interest,NEXO,0.02435128,NEXO,0.02435128,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-20 05:00:10
NXT4tL68kp8WFGnWGGZgLMTaW,Interest,NEXO,0.12605843,NEXO,0.12605843,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-19 05:00:10
NXT4EGFXJEp6HihLhaX1dpDBO,Interest,NEXO,0.02433512,NEXO,0.02433512,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-19 05:00:10
NXT6KTWZOui2UaIIedEdyutXS,Interest,NEXO,0.02431980,NEXO,0.02431980,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-18 05:00:10
NXT1psvBasLdrOYgvWL6CPjto,Interest,NEXO,0.11825834,NEXO,0.11825834,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-18 05:00:10
NXT4DRrneN9fJ6KoQ356q1R8H,Interest,NEXO,0.02430413,NEXO,0.02430413,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-17 05:00:10
NXTkmjJu87Z56oz3npgdRBvX,Interest,NEXO,0.12144230,NEXO,0.12144230,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-17 05:00:10
NXT1RTZJHuFfmHkA1lnKEmPNz,Interest,NEXO,0.02428837,NEXO,0.02428837,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-16 05:00:09
NXT1KEBZlCxzLihq1yJLfpH66,Interest,NEXO,0.12238846,NEXO,0.12238846,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-16 05:00:09
NXT59arKbWa6AWGpnujgKNW6E,Interest,NEXO,0.02427254,NEXO,0.02427254,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-15 05:00:10
NXT2xU3TpkGQ52Cue7zg8S3ct,Interest,NEXO,0.12301191,NEXO,0.12301191,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-15 05:00:10
NXT5SAaifWSbus7dSubl9oJLs,Interest,NEXO,0.11816362,NEXO,0.11816362,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-14 05:00:10
NXT3kqvIfsZLoE6ohjnzMO3OW,Interest,NEXO,0.02425724,NEXO,0.02425724,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-14 05:00:10
NXT5RwB2xDZTBg6FteVljgetj,Interest,NEXO,0.11495630,NEXO,0.11495630,$0.11,-,-,"approved / 0.1095895967 EURX",2022-09-13 05:00:09
NXT1iCwXxaEkaMvvzcpU5APdY,Interest,NEXO,0.02424228,NEXO,0.02424228,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-13 05:00:09
NXT49vdnwfYlchIH7OlTeBX0F,Interest,NEXO,0.02422726,NEXO,0.02422726,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-12 05:00:09
NXT2g4xKg8p5p2fsaB0gkVjbS,Interest,NEXO,0.11552406,NEXO,0.11552406,$0.11,-,-,"approved / 0.1095895967 EURX",2022-09-12 05:00:09
NXT6pWiw7hj3BkrZkpO2FWBBf,Interest,NEXO,0.02421244,NEXO,0.02421244,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-11 05:00:09
NXT6nAb0cz0VqaVMRuvYYOQ0v,Interest,NEXO,0.11378086,NEXO,0.11378086,$0.11,-,-,"approved / 0.1095895967 EURX",2022-09-11 05:00:09
NXT7AkTzlRizN3tDQt0Fk7l53,Interest,NEXO,0.11539573,NEXO,0.11539573,$0.11,-,-,"approved / 0.1095895967 EURX",2022-09-10 05:00:09
NXT63GraFErpqtEyDLPOXpzGP,Interest,NEXO,0.02419743,NEXO,0.02419743,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-10 05:00:09
NXT3fD4aVGujRNnWBYllhIFnn,Interest,NEXO,0.11948338,NEXO,0.11948338,$0.11,-,-,"approved / 0.1095895967 EURX",2022-09-09 05:00:14
NXT1aWLKeTx0ED3rF0tjvPOx,Interest,NEXO,0.02418200,NEXO,0.02418200,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-09 05:00:14
NXT5lvoKQCJVjMli1IRkDHVpe,Interest,NEXO,0.02416633,NEXO,0.02416633,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-08 05:00:10
NXT5RcQ1V52k5iiGfnkXKdTdn,Interest,NEXO,0.12160708,NEXO,0.12160708,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-08 05:00:10
NXT6ZWeGkbHV0UdvLxqfPvEXw,Interest,NEXO,0.02414973,NEXO,0.02414973,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-07 05:00:10
NXT3LGMzAMg97C3PgaUmXR1Il,Interest,NEXO,0.13038341,NEXO,0.13038341,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-07 05:00:10
NXT5xWj7ti9SnJl7c1TVbKxMR,Interest,NEXO,0.11293268,NEXO,0.11293268,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-06 05:00:10
NXT49lY8k3lvhi8tPjFD0bme7,Interest,NEXO,0.02413500,NEXO,0.02413500,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-06 05:00:10
NXT5tYmkQATA56BrNLVGSfvEr,Interest,NEXO,0.10319490,NEXO,0.10319490,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-05 05:00:08
NXT4r1X5w25ClB2mZPaozEG2m,Interest,NEXO,0.02412131,NEXO,0.02412131,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-05 05:00:08
NXT5Q5bgvHg66dscdZKb6XCkI,Interest,NEXO,0.10508487,NEXO,0.10508487,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-04 05:00:08
NXT1w5qdLnjvc6Ww5ZbBt70ig,Interest,NEXO,0.02410743,NEXO,0.02410743,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-04 05:00:08
NXT5Ldj6gP61YprEhMaFqZLWl,Interest,NEXO,0.10606942,NEXO,0.10606942,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-03 05:00:08
NXT4vzVcdGXXYiCh2gZ5XHCB6,Interest,NEXO,0.02409344,NEXO,0.02409344,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-03 05:00:08
NXT2RMy1kzScqDPY0QRervd3c,Interest,NEXO,0.10324563,NEXO,0.10324563,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-02 05:00:09
NXT1ngKyzxpIo6QaMRI9IQQgb,Interest,NEXO,0.02407976,NEXO,0.02407976,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-02 05:00:09
NXT48KlM3QsZBPILGJjHsUPuN,Interest,NEXO,0.10127861,NEXO,0.10127861,$0.10,-,-,"approved / 0.1095895967 EURX",2022-09-01 05:00:08
NXT3gfPOUi3fq6L6IWnUnMWzb,Interest,NEXO,0.02406629,NEXO,0.02406629,$0.02,-,-,"approved / NEXO Interest Earned",2022-09-01 05:00:08
NXT3XlAfu4kvyqa6hQwk8zt7q,Withdraw Exchanged,EUR,-4483.23000000,EUR,4483.23000000,$4475.06,-,-,"approved / EUR withdrawal",2022-08-31 10:32:39
NXT2gAbhodJNerwwiU8CDv6fh,Exchange To Withdraw,EURX,4483.23000000,EUR,4483.23000000,$4475.20,-,-,"approved / EURX to EUR",2022-08-31 10:27:58
NXT5BCVvVrZlOlncdlve3yM4g,Interest,NEXO,0.02405134,NEXO,0.02405134,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-31 05:00:07
NXT3FfgOMxnVzDjuQuVJa8N20,Interest,NEXO,0.11511970,NEXO,0.11511970,$0.12,-,-,"approved / 0.1245207839 EURX",2022-08-31 05:00:07
NXT6B9rNAMPYK5cNTt1P2zHyg,Exchange Cashback,EURX,3.96926136,EURX,3.96926136,$3.98,-,-,"approved / 0.1% on top of your Exchange transaction",2022-08-30 21:28:36
NXT7V5fdLv72CUZtrxZDH280b,Exchange,USDC,-4000.00000000,EURX,3969.26136000,$3969.24,-,-,"approved / Exchange USD Coin to EURX",2022-08-30 21:28:35
NXT2b6IUaIXPyqokLfaFgHLm5,Top up Crypto,USDC,4000.00000000,USDC,4000.00000000,$3999.98,-,-,"approved / 0x5c07068fd92acea97f7f6660cb4a5055c7b7742b6244bf70a6b55e79f0d079ff",2022-08-30 21:26:32
NXT6TjuO7lMRgjjz8Rw9Wyvsu,Interest,NEXO,0.02402494,NEXO,0.02402494,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-30 05:00:10
NXT2zbGS3CybubdPkKZaTOAAj,Interest,NEXO,0.22160320,NEXO,0.22160320,$0.22,-,-,"approved / 0.2213702824 EURX",2022-08-30 05:00:10
NXT6zRaASj2sraFSERSaav09n,Withdraw Exchanged,EUR,-5611.63000000,EUR,5611.63000000,$5577.08,-,-,"approved / EUR withdrawal",2022-08-29 09:02:18
NXT2gWur6pp8w0mUlx6z2vD5L,Exchange To Withdraw,EURX,5611.63000000,EUR,5611.35877109,$5572.66,-,-,"approved / EURX to EUR",2022-08-29 08:54:18
NXT2AjKMmgoNZAFAvk2A9Rk6h,Exchange Cashback,EURX,5.60464033,EURX,5.60464033,$5.56,-,-,"approved / 0.1% on top of your Exchange transaction",2022-08-29 08:38:13
NXT6EpRT2WJVd6DySoUCU2jap,Exchange,USDC,-5596.00000000,EURX,5604.64033592,$5548.59,-,-,"approved / Exchange USD Coin to EURX",2022-08-29 08:38:12
NXT7NYJuaH8bbxRAr3Y8i7AlK,Top up Crypto,USDC,5596.00000000,USDC,5596.00000000,$5597.54,-,-,"approved / 0xe324d83931db703f38eb6789080865360d5c55f7f3650fa18047cd42b22025f0",2022-08-29 08:35:29
NXT7CQwg88unYS2siGjUj2Rz1,Interest,NEXO,0.23757930,NEXO,0.23757930,$0.21,-,-,"approved / 0.2216738493 EURX",2022-08-29 05:00:11
NXTMne4pEaDa32THyv4QslUE,Interest,NEXO,0.02399683,NEXO,0.02399683,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-29 05:00:11
NXT7UkPXxS3RorCjEziFFn6AA,Interest,NEXO,0.02396908,NEXO,0.02396908,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-28 05:00:11
NXT1h4k5j84tpKrgXJIfrT5QE,Interest,NEXO,0.23428967,NEXO,0.23428967,$0.22,-,-,"approved / 0.2216738493 EURX",2022-08-28 05:00:11
NXT2QQFS5vRfpCzom6iXcsK1z,Interest,NEXO,0.23905324,NEXO,0.23905324,$0.22,-,-,"approved / 0.2216738493 EURX",2022-08-27 05:00:10
NXT2BDu7rmvkkUq46812CPVTZ,Interest,NEXO,0.02394082,NEXO,0.02394082,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-27 05:00:10
NXT6WhHZiT7gl9ZP7icxcrVwx,Interest,NEXO,0.02391448,NEXO,0.02391448,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-26 05:00:10
NXT5POizsJE5KIXyzBnkhtc5I,Interest,NEXO,0.22122128,NEXO,0.22122128,$0.22,-,-,"approved / 0.2216738493 EURX",2022-08-26 05:00:10
NXT5gn1oPxeBMIyDpLjfauajT,Interest,NEXO,0.22262817,NEXO,0.22262817,$0.22,-,-,"approved / 0.2216738493 EURX",2022-08-25 05:00:11
NXT9IzXaTO8GceDaJTUeJ0DS,Interest,NEXO,0.02388799,NEXO,0.02388799,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-25 05:00:11
NXT65e5ZoFPfF3WU4QLYGCcbO,Interest,NEXO,0.22766760,NEXO,0.22766760,$0.21,-,-,"approved / 0.220570996 EURX",2022-08-24 05:00:10
NXT5lTHJZmLfCKx7d4ZVfMVvt,Interest,NEXO,0.02386096,NEXO,0.02386096,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-24 05:00:10
NXT5W36BMlElffdFCYTslc3Go,Exchange Cashback,EURX,5.03176808,EURX,5.03176808,$5.02,-,-,"approved / 0.5% on top of your Exchange transaction",2022-08-23 22:00:18
NXT2FQFCNMJBIeAE1bs4gXFbG,Exchange,USDC,-1010.00000000,EURX,1006.35361720,$1006.50,-,-,"approved / Exchange USD Coin to EURX",2022-08-23 22:00:15
NXT5f0XRkFYaAJ90qYX7GXX51,Interest,NEXO,0.36429340,NEXO,0.36429340,$0.33,-,-,"approved / 0.3320547948 USDC",2022-08-23 05:00:10
NXT2tca1nuwaE6z7ftRBM3zLV,Interest,NEXO,0.02381925,NEXO,0.02381925,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-23 05:00:10
NXT3EgHcnok54fcG0PfwwT8Sc,Interest,NEXO,0.02377824,NEXO,0.02377824,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-22 05:00:10
NXT1IF82WufRTYhYP3j7W7dhI,Interest,NEXO,0.35787118,NEXO,0.35787118,$0.33,-,-,"approved / 0.3320547948 USDC",2022-08-22 05:00:10
NXT7DDxA2qr2uRWzT5vqqQiId,Interest,NEXO,0.37781241,NEXO,0.37781241,$0.33,-,-,"approved / 0.3320547948 USDC",2022-08-21 05:00:09
NXTNlnrpvgk1DmSnYa51iA9G,Interest,NEXO,0.02373509,NEXO,0.02373509,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-21 05:00:09
NXT4KbGgigq0tzo8NeUPZXzPa,Interest,NEXO,0.39129218,NEXO,0.39129218,$0.33,-,-,"approved / 0.3320547948 USDC",2022-08-20 05:00:09
NXTEeZlVvNyiTq9Jh1fwo7Qz,Interest,NEXO,0.02369049,NEXO,0.02369049,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-20 05:00:09
NXT6vj2etJ3QOW5WAr2r9QTnO,Interest,NEXO,0.02364856,NEXO,0.02364856,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-19 05:00:09
NXT21nxCV9uQmYREhpplfv5bC,Interest,NEXO,0.36658060,NEXO,0.36658060,$0.33,-,-,"approved / 0.3320547948 USDC",2022-08-19 05:00:09
NXT6HUPicXeIK4Z0AQRHyoqbk,Interest,NEXO,0.35287284,NEXO,0.35287284,$0.33,-,-,"approved / 0.3320547948 USDC",2022-08-18 05:00:09
NXT4aF3KlMU1CFjkPJJD6yjIr,Interest,NEXO,0.02360810,NEXO,0.02360810,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-18 05:00:09
NXT7UJlntpWJzPf96WK0PB9uh,Withdraw Exchanged,EUR,-8809.69000000,EUR,8809.69000000,$8944.49,-,-,"approved / EUR withdrawal",2022-08-17 12:33:29
NXT6ZXjAdN5mXYmsnd3UpwQpG,Exchange To Withdraw,EURX,8809.69000000,EUR,8809.69000000,$8950.22,-,-,"approved / EURX to EUR",2022-08-17 12:29:26
NXTLhzVdaRXG1xSGFL9SUOoZ,Exchange Cashback,EURX,8.80088706,EURX,8.80088706,$8.94,-,-,"approved / 0.1% on top of your Exchange transaction",2022-08-17 11:40:05
NXT2WEsabcnBjB8BW5FKxQTq6,Exchange,USDC,-9000.00000000,EURX,8800.88706000,$8799.37,-,-,"approved / Exchange USD Coin to EURX",2022-08-17 11:40:03
NXT5SJM3SSiASncOH0L2KRaAu,Interest,NEXO,0.02335182,NEXO,0.02335182,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-17 05:00:09
NXT3aQIvzRf7Y9fWZifj5n6D5,Interest,NEXO,2.36155802,NEXO,2.36155802,$2.33,-,-,"approved / 2.3310958905 USDC",2022-08-17 05:00:09
NXT2rzTwp3XcWQex0w5Oq302L,Interest,NEXO,0.02309753,NEXO,0.02309753,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-16 05:00:09
NXT1r4hroAVcEc25fyWcQtipG,Interest,NEXO,2.34329805,NEXO,2.34329805,$2.33,-,-,"approved / 2.3310958905 USDC",2022-08-16 05:00:09
NXT5HkBztFDYUySupum821zpQ,Interest,NEXO,2.28159919,NEXO,2.28159919,$2.33,-,-,"approved / 2.3310958905 USDC",2022-08-15 05:00:09
NXT2tejXy0M3MKyj4Ussgq5O,Interest,NEXO,0.02284989,NEXO,0.02284989,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-15 05:00:09
NXT6gI6AQQAk8OgSGVUGIEiex,Interest,NEXO,2.20868323,NEXO,2.20868323,$2.33,-,-,"approved / 2.3310958905 USDC",2022-08-14 05:00:08
NXT2eSCXadEZykqiNsWqnnBqb,Interest,NEXO,0.02261012,NEXO,0.02261012,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-14 05:00:08
NXT6mm5zcUTp6MZ3iV10Y5VWI,Interest,NEXO,0.02234444,NEXO,0.02234444,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-13 05:00:08
NXT3tw740CRbnX3T8rM3VdOvo,Interest,NEXO,2.44999549,NEXO,2.44999549,$2.33,-,-,"approved / 2.3310958905 USDC",2022-08-13 05:00:08
NXT7A4hlXIEfD7hY4TdwWOi0Y,Interest,NEXO,2.48370377,NEXO,2.48370377,$2.33,-,-,"approved / 2.3310958905 USDC",2022-08-12 05:00:08
NXT5TlZE78kwJVOUztIVIdnTg,Interest,NEXO,0.02207517,NEXO,0.02207517,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-12 05:00:08
NXT2k9OgpIBn1elVjovVwTiJx,Interest,NEXO,0.02207280,NEXO,0.02207280,$0.02,-,-,"approved / NEXO Interest Earned",2022-08-11 05:00:07
NXT4LPhcwImH36engYU4MyETh,Withdraw Exchanged,EUR,-10734.07000000,EUR,10734.07000000,$11091.95,-,-,"approved / EUR withdrawal",2022-08-10 12:41:06
NXT7P2UBkRqjHQ8GkXB8S3MnW,Exchange To Withdraw,EURX,10734.07000000,EUR,10734.07000000,$11005.35,-,-,"approved / EURX to EUR",2022-08-10 12:25:17
NXT1DHIXd71BySEYXCGMpf8Lo,Exchange,USDC,-6040.00000000,EURX,5850.18073880,$5847.26,-,-,"approved / Exchange USD Coin to EURX",2022-08-10 12:09:14
NXTZzSz7XKCArqFtePVSGkXC,Top up Crypto,USDC,8000.00000000,USDC,8000.00000000,$7996.00,-,-,"approved / 0x1bdcc80ca6a8c5476782709d46d84cfc399ec18c85d2e92c4d3d5e4b43a06c6f",2022-08-10 11:55:25
NXT1b5LZVjmrZJwKyE2xzn2uP,Top up Crypto,USDC,8050.00000000,USDC,8050.00000000,$8045.98,-,-,"approved / 0x3f4274f09cbc00c20449ceab0f443c8b3768727192965632ce5ba3b2803f01c8",2022-08-10 11:55:23
NXT5fur8YG6fhW0hb96g0VSLA,Interest,NEXO,0.74789174,NEXO,0.74789174,$0.61,-,-,"approved / 0.602123778 EURX",2022-08-10 05:00:07
NXT1F8XZBtimOYVBzAQoFMt6V,Interest,NEXO,0.02199007,NEXO,0.02199007,$0.01,-,-,"approved / NEXO Interest Earned",2022-08-10 05:00:07
NXT6sncQhvrQazUYgVWmEf2Ci,Interest,NEXO,0.02190345,NEXO,0.02190345,$0.01,-,-,"approved / NEXO Interest Earned",2022-08-09 05:00:11
NXTCBW3XDEIahhuEEWKdBS3W,Interest,NEXO,0.78419027,NEXO,0.78419027,$0.61,-,-,"approved / 0.6015222562 EURX",2022-08-09 05:00:11
NXT7QmbTzLhCwCNwWtrRS48ka,Exchange Cashback,EURX,4.87901040,EURX,4.87901040,$4.97,-,-,"approved / 0.1% on top of your Exchange transaction",2022-08-08 09:51:43
NXT7L1vgFpzXAhmgsUhAre4wo,Exchange,USDC,-5000.00000000,EURX,4879.01040000,$4878.16,-,-,"approved / Exchange USD Coin to EURX",2022-08-08 09:51:40
NXT7NVjL9KIPttZwsLYmPpYAc,Interest,NEXO,1.53715916,NEXO,1.53715916,$1.16,-,-,"approved / 1.1643835618 USDC",2022-08-08 05:00:10
NXT2RI5kBGrJzEegncpnBLJZ1,Interest,NEXO,0.02173593,NEXO,0.02173593,$0.01,-,-,"approved / NEXO Interest Earned",2022-08-08 05:00:10
NXT4H6wmYI4eodbLV7cJUl82S,Interest,NEXO,1.54762910,NEXO,1.54762910,$1.16,-,-,"approved / 1.1643835618 USDC",2022-08-07 05:00:10
NXT1BUpIju02pEnBwGBYfh7gy,Interest,NEXO,0.02156730,NEXO,0.02156730,$0.01,-,-,"approved / NEXO Interest Earned",2022-08-07 05:00:10
NXT4iUz0wbMzRQ1LZoMBcBAdB,Interest,NEXO,1.54846301,NEXO,1.54846301,$1.16,-,-,"approved / 1.1643835618 USDC",2022-08-06 05:00:10
NXT1vi6qLDh7joQhTBmkKbb0i,Interest,NEXO,0.02139861,NEXO,0.02139861,$0.01,-,-,"approved / NEXO Interest Earned",2022-08-06 05:00:10
NXT2Kxd1527zQHR3Pg6BWmC4U,Interest,NEXO,1.55401926,NEXO,1.55401926,$1.16,-,-,"approved / 1.1643835618 USDC",2022-08-05 05:00:11
NXTiYLoHC47krdxpxY9rGvtA,Interest,NEXO,0.02122933,NEXO,0.02122933,$0.01,-,-,"approved / NEXO Interest Earned",2022-08-05 05:00:11
NXT61fw3PBqvUS60GiKFw8ywU,Interest,NEXO,1.50752741,NEXO,1.50752741,$1.16,-,-,"approved / 1.1643835618 USDC",2022-08-04 05:00:10
NXT5jMhPlOxTgIPLI3KZbTFSt,Interest,NEXO,0.02106507,NEXO,0.02106507,$0.01,-,-,"approved / NEXO Interest Earned",2022-08-04 05:00:10
